,Shop Order,Component,MRdate,MQISS,Product,BOM qty,BOM qty,MOPNO,Finished qty,MQREQ,Requested qty,Lot Number,SOSTS,Date
144,198821,R1700,20211011,0.0,8938,1.0,1.0,888,0,3416.0,3416.0,21J12463,04,2021-10-11
145,198821,R1690,20211011,0.0,8938,1.0,1.0,888,0,3416.0,3416.0,21J12463,04,2021-10-11
146,198821,CL63R9881A,20211011,0.0,8938,1.0,1.0,888,0,3416.0,3416.0,21J12463,04,2021-10-11
147,198821,R4415,20211011,0.0,8938,1.0,1.0,888,0,3416.0,3416.0,21J12463,04,2021-10-11
148,198821,FS20001578,20210921,0.0,8938,0.0,0.0,0,0,0.0,3416.0,21J12463,04,2021-09-21
149,198821,RM165,20211002,0.0,8938,308.36,308.36,50,0,1053357.76,3416.0,21J12463,04,2021-10-02
150,198821,RM160,20211002,0.0,8938,0.0,0.0,50,0,0.0,3416.0,21J12463,04,2021-10-02
151,198821,RM157,20211002,0.0,8938,0.0,0.0,50,0,0.0,3416.0,21J12463,04,2021-10-02
152,198821,RM093,20211002,0.0,8938,0.0,0.0,50,0,0.0,3416.0,21J12463,04,2021-10-02
153,198821,FS10002896,20210921,0.0,8938,0.0,0.0,0,0,0.0,3416.0,21J12463,04,2021-09-21
154,198821,RM054,20211002,0.0,8938,0.0,0.0,50,0,0.0,3416.0,21J12463,04,2021-10-02
155,198821,PT00065936,20210921,0.0,8938,0.0,0.0,0,0,0.0,3416.0,21J12463,04,2021-09-21
156,198821,RM129,20211002,0.0,8938,0.0,0.0,50,0,0.0,3416.0,21J12463,04,2021-10-02
157,198821,FS10003185,20210921,0.0,8938,0.0,0.0,0,0,0.0,3416.0,21J12463,04,2021-09-21
158,198821,PT00006635,20210921,0.0,8938,5.0125,5.0125,0,0,17122.7,3416.0,21J12463,04,2021-09-21
159,198820,RM160,20211018,0.0,8602U,0.0,0.0,50,0,0.0,140.0,21J12363,04,2021-10-18
160,198820,RM157,20211018,0.0,8602U,0.0,0.0,50,0,0.0,140.0,21J12363,04,2021-10-18
161,198820,RM168,20211018,0.0,8602U,0.0,0.0,50,0,0.0,140.0,21J12363,04,2021-10-18
162,198820,FS10023532,20211018,0.0,8602U,0.0,0.0,0,0,0.0,140.0,21J12363,04,2021-10-18
163,198820,RM074,20211018,0.0,8602U,4.60836,4.60836,50,0,645.17,140.0,21J12363,04,2021-10-18
164,198820,RM129,20211018,0.0,8602U,205.918,205.918,50,0,28828.52,140.0,21J12363,04,2021-10-18
165,198820,WP8982,20211018,0.0,8602U,20.0,20.0,888,0,2800.0,140.0,21J12363,04,2021-10-18
166,198820,WP0001PKG,20211018,0.0,8602U,1.0025,1.0025,50,0,140.35,140.0,21J12363,04,2021-10-18
167,198820,R4415,20211018,0.0,8602U,1.0,1.0,888,0,140.0,140.0,21J12363,04,2021-10-18
168,198820,R1528A,20211018,0.0,8602U,1.0,1.0,0,0,140.0,140.0,21J12363,04,2021-10-18
169,198820,FS20001163,20211018,0.0,8602U,0.0,0.0,0,0,0.0,140.0,21J12363,04,2021-10-18
170,198820,PT00006688,20211018,0.0,8602U,40.1,40.1,0,0,5614.0,140.0,21J12363,04,2021-10-18
171,198820,PT00067914,20211018,0.0,8602U,1.0,1.0,0,0,140.0,140.0,21J12363,04,2021-10-18
172,198819,RM129,20210915,0.0,R7041,0.916021,0.916021,40,0,1319.07,1440.0,21J198819,05,2021-09-15
173,198819,PT00065936,20210915,0.0,R7041,0.004397,0.004397,40,0,6.331,1440.0,21J198819,05,2021-09-15
174,198818,RM160,20211005,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198818,04,2021-10-05
175,198818,RM157,20211005,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198818,04,2021-10-05
176,198818,FS10002899,20211005,0.0,WP8985,0.0,0.0,0,0,0.0,17820.0,21J198818,04,2021-10-05
177,198818,RM020,20211005,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198818,04,2021-10-05
178,198818,PT00065942,20211005,0.0,WP8985,0.041917,0.041917,0,0,746.961,17820.0,21J198818,04,2021-10-05
179,198818,RM093,20211005,0.0,WP8985,8.551082,8.551082,40,0,152380.281,17820.0,21J198818,04,2021-10-05
180,198818,X9894,20211005,0.0,WP8985,0.0,0.0,888,0,0.0,17820.0,21J198818,04,2021-10-05
181,198818,R98027,20211005,0.0,WP8985,16.860063,16.860063,888,0,300446.323,17820.0,21J198818,04,2021-10-05
182,198818,R98028,20211005,0.0,WP8985,3.454931,3.454931,888,0,61566.87,17820.0,21J198818,04,2021-10-05
183,198818,DC00030201,20211005,0.0,WP8985,0.0,0.0,0,0,0.0,17820.0,21J198818,04,2021-10-05
184,198817,RM160,20210928,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198817,04,2021-09-28
185,198817,RM157,20210928,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198817,04,2021-09-28
186,198817,FS10002899,20210928,0.0,WP8985,0.0,0.0,0,0,0.0,17820.0,21J198817,04,2021-09-28
187,198817,RM020,20210928,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198817,04,2021-09-28
188,198817,PT00065942,20210928,0.0,WP8985,0.041917,0.041917,0,0,746.961,17820.0,21J198817,04,2021-09-28
