,NC Number,Created Date,NC Type,Discovery/Plant Area,Discovery/Plant Area Name,Product,Initial Failure Mode,Lot Number,Closed Date,NC TAT
1075,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1076,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1077,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1078,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1079,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1080,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1081,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1082,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1083,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1084,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1085,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1086,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1087,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1088,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1089,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1090,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1091,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1092,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1093,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1094,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1095,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1096,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1097,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1098,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19E02563X,2019-12-23 18:10:19.860,45.0
1099,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1100,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1101,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1102,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1103,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1104,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1105,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1106,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1107,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1108,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1109,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1110,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1111,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1112,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1113,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1114,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1115,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1116,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1117,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1118,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1119,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1120,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1121,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1122,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1123,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1124,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1125,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1126,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1127,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1128,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1129,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1130,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1131,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1132,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1133,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1134,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1135,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1136,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1137,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1138,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1139,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1140,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1141,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1142,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1143,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1144,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1145,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1146,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1147,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1148,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1149,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1150,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1151,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1152,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1153,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14163X,2019-12-23 18:10:19.860,45.0
1154,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1155,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1156,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1157,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1158,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1159,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1160,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1161,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1162,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1163,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1164,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1165,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1166,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1167,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1168,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1169,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1170,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1171,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1172,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1173,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1174,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1175,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1176,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1177,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1178,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1179,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1180,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1181,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1182,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1183,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1184,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1185,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1186,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1187,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1188,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1189,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1190,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1191,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1192,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1193,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1194,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1195,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1196,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1197,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1198,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1199,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1200,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1201,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1202,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1203,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1204,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1205,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1206,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1207,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1208,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J14563X,2019-12-23 18:10:19.860,45.0
1209,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1210,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1211,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1212,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1213,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1214,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1215,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1216,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1217,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1218,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1219,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1220,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1221,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1222,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1223,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1224,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
1225,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K12163X,2019-12-23 18:10:19.860,45.0
