,0
0,0.06976744186046512
1,0.06860158311345646
2,0.06896551724137931
3,0.0702247191011236
4,0.0708215297450425
5,0.07204610951008646
6,0.07246376811594203
7,0.0728862973760933
8,0.07374631268436578
9,0.0744047619047619
10,0.07462686567164178
11,0.0748502994011976
12,0.07530120481927711
13,0.07575757575757576
14,0.07017543859649122
15,0.06934306569343066
16,0.0695970695970696
17,0.0694980694980695
18,0.07058823529411765
19,0.07086614173228346
20,0.072
21,0.07083333333333333
22,0.07079646017699115
23,0.06363636363636363
24,0.0639269406392694
25,0.06422018348623854
26,0.06542056074766354
27,0.06666666666666667
28,0.06280193236714976
29,0.06435643564356436
30,0.065
31,0.06666666666666667
32,0.06735751295336788
33,0.06770833333333333
34,0.06914893617021277
35,0.07103825136612021
36,0.07142857142857142
37,0.07222222222222222
38,0.07303370786516854
39,0.07344632768361582
40,0.07514450867052024
41,0.0755813953488372
42,0.07602339181286549
43,0.07692307692307693
44,0.07738095238095238
45,0.07407407407407407
46,0.07453416149068323
47,0.075
48,0.07643312101910828
49,0.07692307692307693
50,0.07947019867549669
51,0.0821917808219178
52,0.08275862068965517
53,0.07801418439716312
54,0.07857142857142857
55,0.07913669064748201
56,0.08088235294117647
57,0.08148148148148149
58,0.08527131782945736
59,0.0859375
60,0.09166666666666666
61,0.09322033898305085
62,0.09482758620689655
63,0.08695652173913043
64,0.08771929824561403
65,0.09009009009009009
66,0.0784313725490196
67,0.08
68,0.08080808080808081
69,0.0898876404494382
70,0.09090909090909091
71,0.09195402298850575
72,0.09302325581395349
73,0.09523809523809523
74,0.08433734939759036
75,0.08536585365853659
76,0.08641975308641975
77,0.07894736842105263
78,0.08
79,0.0821917808219178
80,0.08333333333333333
81,0.08571428571428572
82,0.08695652173913043
83,0.08823529411764706
84,0.09523809523809523
85,0.0967741935483871
86,0.1016949152542373
87,0.10344827586206896
88,0.11538461538461539
89,0.11764705882352941
90,0.12
91,0.11363636363636363
92,0.11428571428571428
93,0.11764705882352941
94,0.12121212121212122
95,0.13333333333333333
96,0.13793103448275862
97,0.14285714285714285
98,0.14814814814814814
99,0.15384615384615385
100,0.16
101,0.16666666666666666
102,0.17391304347826086
103,0.18181818181818182
104,0.19047619047619047
105,0.2
106,0.21052631578947367
107,0.2222222222222222
108,0.23529411764705882
109,0.25
110,0.26666666666666666
111,0.1
112,0.1111111111111111
113,0.125
114,0.14285714285714285
115,0.16666666666666666
116,0.2
117,0.25
118,0.0
119,0.0
120,0.0
