,0
0,0.0
1,0.008
2,0.03308270676691729
3,0.038461538461538464
4,0.043478260869565216
5,0.05333333333333334
6,0.05555555555555555
7,0.06060606060606061
8,0.06521739130434782
9,0.07692307692307693
10,0.0898876404494382
11,0.1
12,0.11764705882352941
13,0.12355212355212356
14,0.125
15,0.13157894736842105
16,0.13438735177865613
17,0.14285714285714285
18,0.16326530612244897
19,0.16417910447761194
20,0.16666666666666666
21,0.16783216783216784
22,0.175
23,0.18181818181818182
24,0.19047619047619047
25,0.2
26,0.21296296296296297
27,0.22641509433962265
28,0.23333333333333334
29,0.24
30,0.25
31,0.28
32,0.2857142857142857
33,0.29411764705882354
34,0.3
35,0.3048780487804878
36,0.3076923076923077
37,0.3157894736842105
38,0.32894736842105265
39,0.3333333333333333
40,0.33962264150943394
41,0.34615384615384615
42,0.3488372093023256
43,0.3548387096774194
44,0.36
45,0.36046511627906974
46,0.37209302325581395
47,0.3865979381443299
48,0.38823529411764707
49,0.38902743142144636
50,0.3952702702702703
51,0.4
52,0.40384615384615385
53,0.4074074074074074
54,0.40865384615384615
55,0.41284403669724773
56,0.4146341463414634
57,0.4152542372881356
58,0.4166666666666667
59,0.41706161137440756
60,0.42487046632124353
61,0.4274193548387097
62,0.42771084337349397
63,0.42783505154639173
64,0.42943548387096775
65,0.43068391866913125
66,0.43232323232323233
67,0.43410852713178294
68,0.43465045592705165
69,0.4375
70,0.43902439024390244
71,0.44242424242424244
72,0.44761904761904764
73,0.4492753623188406
74,0.4509283819628647
75,0.45348837209302323
76,0.4547563805104408
77,0.45499181669394434
78,0.45516074450084604
79,0.4553734061930783
80,0.45569620253164556
81,0.4573643410852713
82,0.4579831932773109
83,0.46017699115044247
84,0.462882096069869
85,0.46371681415929206
86,0.46617915904936014
87,0.4662668665667166
88,0.4666666666666667
89,0.4682651622002821
90,0.46875
91,0.4690265486725664
92,0.47232472324723246
93,0.4746059544658494
94,0.4766666666666667
95,0.476775956284153
96,0.4797687861271676
97,0.48028673835125446
98,0.48148148148148145
99,0.482
100,0.4835924006908463
101,0.4840499306518724
102,0.48567530695770805
103,0.48933143669985774
104,0.4914933837429111
105,0.49232914923291493
106,0.4932562620423892
107,0.49615384615384617
108,0.49701492537313435
109,0.49714285714285716
110,0.5
111,0.5091649694501018
112,0.5102040816326531
113,0.5129958960328317
114,0.5139240506329114
115,0.5142857142857142
116,0.5151098901098901
117,0.5180722891566265
118,0.5283842794759825
119,0.532258064516129
120,0.5707762557077626
